SALE_ID,ORDER_DATE,PRODUCT_ID,QUANTITY_SOLD,CUSTOMER_ID
PRD1605,18-02-2026,P004,338,CUST060
PRD1606,18-02-2026,P039,358,CUST037
PRD1607,18-02-2026,P011,663,CUST061
PRD1608,19-02-2026,P040,274,CUST096
PRD1609,19-02-2026,P033,832,CUST091
PRD1610,20-02-2026,P013,915,CUST064
PRD1611,20-02-2026,P007,665,CUST071
PRD1612,20-02-2026,P034,257,CUST056
PRD1613,20-02-2026,P015,699,CUST020
PRD1614,20-02-2026,P008,759,CUST023
PRD1615,21-02-2026,P011,898,CUST011
PRD1616,21-02-2026,P026,776,CUST095
PRD1617,21-02-2026,P001,890,CUST035
PRD1618,22-02-2026,P023,612,CUST039
PRD1619,22-02-2026,P030,592,CUST003
PRD1620,23-02-2026,P003,259,CUST035
PRD1621,24-02-2026,P011,929,CUST059
PRD1622,24-02-2026,P010,121,CUST025
PRD1623,25-02-2026,P012,415,CUST058
PRD1624,25-02-2026,P011,971,CUST040
PRD1625,25-02-2026,P020,510,CUST081
PRD1626,26-02-2026,P038,939,CUST004
PRD1627,26-02-2026,P025,557,CUST032
PRD1628,26-02-2026,P013,499,CUST098
PRD1629,26-02-2026,P035,113,CUST035
PRD1630,27-02-2026,P019,574,CUST093
PRD1631,27-02-2026,P015,180,CUST014
PRD1632,27-02-2026,P019,127,CUST041
PRD1633,27-02-2026,P026,276,CUST093
PRD1634,27-02-2026,P033,454,CUST029
PRD1635,28-02-2026,P020,724,CUST096
PRD1636,28-02-2026,P007,114,CUST091
PRD1637,28-02-2026,P037,705,CUST083
PRD1638,28-02-2026,P005,175,CUST012
PRD1639,28-02-2026,P015,676,CUST048
PRD1640,01-03-2026,P004,423,CUST051
PRD1641,01-03-2026,P035,247,CUST051
PRD1642,03-03-2026,P001,469,CUST023
PRD1643,03-03-2026,P031,469,CUST089
PRD1644,03-03-2026,P019,802,CUST001
PRD1645,03-03-2026,P017,632,CUST053
PRD1646,03-03-2026,P019,146,CUST007
PRD1647,03-03-2026,P005,108,CUST041
PRD1648,04-03-2026,P018,539,CUST074
PRD1649,04-03-2026,P020,294,CUST045
PRD1650,05-03-2026,P018,889,CUST043
PRD1651,05-03-2026,P029,879,CUST058
PRD1652,05-03-2026,P039,784,CUST082
PRD1653,05-03-2026,P014,709,CUST091
PRD1654,05-03-2026,P020,938,CUST077
PRD1655,06-03-2026,P024,970,CUST072
PRD1656,06-03-2026,P036,132,CUST033
PRD1657,06-03-2026,P040,134,CUST036
PRD1658,07-03-2026,P038,270,CUST092
PRD1659,07-03-2026,P020,975,CUST039
PRD1660,09-03-2026,P006,793,CUST027
PRD1661,09-03-2026,P017,936,CUST059
PRD1662,10-03-2026,P014,309,CUST024
PRD1663,10-03-2026,P040,910,CUST035
PRD1664,10-03-2026,P025,411,CUST085
PRD1665,11-03-2026,P017,700,CUST068
PRD1666,11-03-2026,P008,976,CUST092
PRD1667,12-03-2026,P007,411,CUST088
PRD1668,12-03-2026,P011,867,CUST071
PRD1669,14-03-2026,P036,438,CUST031
PRD1670,14-03-2026,P012,822,CUST018
PRD1671,14-03-2026,P018,332,CUST090
PRD1672,14-03-2026,P031,118,CUST022
PRD1673,14-03-2026,P028,500,CUST095
PRD1674,14-03-2026,P032,140,CUST077
PRD1675,14-03-2026,P013,146,CUST097
PRD1676,14-03-2026,P034,875,CUST015
PRD1677,15-03-2026,P033,471,CUST052
PRD1678,16-03-2026,P031,947,CUST039
PRD1679,16-03-2026,P004,352,CUST004
PRD1680,16-03-2026,P038,171,CUST027
PRD1681,16-03-2026,P008,195,CUST062
PRD1682,17-03-2026,P027,534,CUST038
PRD1683,17-03-2026,P014,740,CUST029
PRD1684,17-03-2026,P033,414,CUST006
PRD1685,18-03-2026,P036,304,CUST014
PRD1686,18-03-2026,P040,394,CUST090
PRD1687,19-03-2026,P004,467,CUST082
PRD1688,19-03-2026,P040,214,CUST035
PRD1689,19-03-2026,P017,249,CUST075
PRD1690,19-03-2026,P038,162,CUST064
PRD1691,19-03-2026,P027,627,CUST095
PRD1692,19-03-2026,P040,803,CUST064
PRD1693,19-03-2026,P004,344,CUST076
PRD1694,21-03-2026,P012,704,CUST084
PRD1695,21-03-2026,P012,506,CUST087
PRD1696,21-03-2026,P037,556,CUST058
PRD1697,22-03-2026,P018,692,CUST051
PRD1698,22-03-2026,P002,744,CUST095
PRD1699,22-03-2026,P008,753,CUST006
PRD1700,23-03-2026,P001,756,CUST076
PRD1701,23-03-2026,P037,921,CUST038
PRD1702,23-03-2026,P020,302,CUST045
PRD1703,23-03-2026,P007,821,CUST048
PRD1704,24-03-2026,P005,389,CUST068
PRD1705,24-03-2026,P009,603,CUST034
PRD1706,24-03-2026,P040,145,CUST058
PRD1707,24-03-2026,P027,915,CUST004
PRD1708,25-03-2026,P023,786,CUST099
PRD1709,25-03-2026,P006,511,CUST074
PRD1710,25-03-2026,P030,910,CUST008
PRD1711,26-03-2026,P039,368,CUST010
PRD1712,26-03-2026,P016,666,CUST017
PRD1713,26-03-2026,P029,546,CUST034
PRD1714,26-03-2026,P006,600,CUST066
PRD1715,27-03-2026,P007,628,CUST065
PRD1716,27-03-2026,P034,361,CUST010
PRD1717,28-03-2026,P003,808,CUST062
PRD1718,28-03-2026,P017,980,CUST036
PRD1719,29-03-2026,P006,264,CUST092
PRD1720,29-03-2026,P033,115,CUST033
PRD1721,30-03-2026,P005,282,CUST018
PRD1722,30-03-2026,P036,245,CUST063
PRD1723,30-03-2026,P036,629,CUST014
PRD1724,30-03-2026,P027,421,CUST055
PRD1725,31-03-2026,P027,854,CUST089
PRD1726,31-03-2026,P014,767,CUST023
PRD1727,01-04-2026,P035,761,CUST050
PRD1728,01-04-2026,P028,989,CUST063
PRD1729,02-04-2026,P019,636,CUST028
PRD1730,02-04-2026,P021,615,CUST037
PRD1731,02-04-2026,P032,562,CUST061
PRD1732,03-04-2026,P023,200,CUST066
PRD1733,03-04-2026,P007,192,CUST055
PRD1734,04-04-2026,P033,449,CUST093
PRD1735,04-04-2026,P040,170,CUST056
PRD1736,05-04-2026,P021,987,CUST001
PRD1737,05-04-2026,P011,315,CUST066
PRD1738,06-04-2026,P039,337,CUST020
PRD1739,07-04-2026,P017,395,CUST078
PRD1740,07-04-2026,P012,362,CUST071
PRD1741,08-04-2026,P037,761,CUST055
PRD1742,08-04-2026,P006,456,CUST064
PRD1743,08-04-2026,P008,631,CUST041
PRD1744,08-04-2026,P019,784,CUST002
PRD1745,10-04-2026,P022,191,CUST094
PRD1746,11-04-2026,P011,430,CUST075
PRD1747,12-04-2026,P026,591,CUST079
PRD1748,13-04-2026,P007,191,CUST026
PRD1749,13-04-2026,P030,867,CUST065
PRD1750,13-04-2026,P038,404,CUST003
PRD1751,13-04-2026,P025,809,CUST074
PRD1752,13-04-2026,P026,313,CUST008
PRD1753,14-04-2026,P016,380,CUST003
PRD1754,14-04-2026,P037,618,CUST087
PRD1755,14-04-2026,P005,539,CUST087
PRD1756,14-04-2026,P026,690,CUST017
PRD1757,15-04-2026,P024,953,CUST033
PRD1758,15-04-2026,P001,141,CUST060
PRD1759,16-04-2026,P028,404,CUST055
PRD1760,18-04-2026,P036,377,CUST076
PRD1761,18-04-2026,P008,895,CUST079
PRD1762,18-04-2026,P030,240,CUST009
PRD1763,20-04-2026,P012,884,CUST087
PRD1764,20-04-2026,P015,779,CUST035
PRD1765,20-04-2026,P027,833,CUST099
PRD1766,20-04-2026,P028,513,CUST076
PRD1767,20-04-2026,P009,792,CUST084
PRD1768,21-04-2026,P021,440,CUST081
PRD1769,21-04-2026,P036,365,CUST059
PRD1770,21-04-2026,P018,873,CUST095
PRD1771,21-04-2026,P033,511,CUST078
PRD1772,21-04-2026,P017,316,CUST041
PRD1773,21-04-2026,P028,769,CUST068
PRD1774,22-04-2026,P003,892,CUST083
PRD1775,23-04-2026,P030,302,CUST029
PRD1776,23-04-2026,P028,839,CUST003
PRD1777,24-04-2026,P034,497,CUST013
PRD1778,24-04-2026,P023,627,CUST023
PRD1779,25-04-2026,P038,951,CUST074
PRD1780,25-04-2026,P013,994,CUST015
PRD1781,26-04-2026,P024,161,CUST045
PRD1782,26-04-2026,P017,455,CUST004
PRD1783,27-04-2026,P008,409,CUST024
PRD1784,27-04-2026,P030,510,CUST010
PRD1785,27-04-2026,P039,924,CUST063
PRD1786,27-04-2026,P022,829,CUST055
PRD1787,28-04-2026,P009,140,CUST099
PRD1788,29-04-2026,P020,863,CUST023
PRD1789,29-04-2026,P028,675,CUST058
PRD1790,29-04-2026,P026,923,CUST007
PRD1791,29-04-2026,P035,779,CUST055
PRD1792,29-04-2026,P002,208,CUST028
PRD1793,29-04-2026,P007,981,CUST054
PRD1794,30-04-2026,P008,880,CUST052
PRD1795,01-05-2026,P030,791,CUST027
PRD1796,01-05-2026,P025,219,CUST017
PRD1797,02-05-2026,P029,412,CUST086
PRD1798,02-05-2026,P007,841,CUST055
PRD1799,02-05-2026,P029,832,CUST059
PRD1800,02-05-2026,P009,591,CUST081
PRD1801,03-05-2026,P008,337,CUST003
PRD1802,03-05-2026,P015,182,CUST028
PRD1803,04-05-2026,P033,151,CUST080
PRD1804,04-05-2026,P027,613,CUST038
PRD1805,05-05-2026,P032,363,CUST038
PRD1806,05-05-2026,P031,901,CUST039
PRD1807,06-05-2026,P014,944,CUST026
PRD1808,06-05-2026,P021,869,CUST039
PRD1809,06-05-2026,P006,324,CUST098
PRD1810,06-05-2026,P030,447,CUST056
PRD1811,06-05-2026,P022,603,CUST080
PRD1812,06-05-2026,P032,519,CUST030
PRD1813,07-05-2026,P004,981,CUST076
PRD1814,07-05-2026,P003,856,CUST054
PRD1815,07-05-2026,P036,577,CUST057
PRD1816,07-05-2026,P003,216,CUST040
PRD1817,08-05-2026,P027,907,CUST063
PRD1818,08-05-2026,P028,320,CUST071
PRD1819,08-05-2026,P039,933,CUST090
PRD1820,08-05-2026,P039,531,CUST008
PRD1821,09-05-2026,P038,552,CUST044
PRD1822,09-05-2026,P007,688,CUST039
PRD1823,10-05-2026,P028,471,CUST040
PRD1824,10-05-2026,P029,767,CUST002
PRD1825,10-05-2026,P025,381,CUST097
PRD1826,11-05-2026,P009,185,CUST014
PRD1827,11-05-2026,P034,165,CUST036
PRD1828,12-05-2026,P032,556,CUST054
PRD1829,12-05-2026,P037,728,CUST078
PRD1830,12-05-2026,P007,771,CUST013
PRD1831,13-05-2026,P036,679,CUST012
PRD1832,14-05-2026,P017,275,CUST074
PRD1833,14-05-2026,P014,658,CUST068
PRD1834,14-05-2026,P006,661,CUST007
PRD1835,15-05-2026,P021,902,CUST054
PRD1836,15-05-2026,P014,657,CUST044
PRD1837,15-05-2026,P031,853,CUST084
PRD1838,15-05-2026,P024,608,CUST016
PRD1839,15-05-2026,P032,490,CUST044
PRD1840,16-05-2026,P013,746,CUST020
PRD1841,16-05-2026,P024,212,CUST097
PRD1842,17-05-2026,P006,490,CUST099
PRD1843,17-05-2026,P018,317,CUST045
PRD1844,17-05-2026,P012,681,CUST091
PRD1845,18-05-2026,P023,295,CUST030
PRD1846,18-05-2026,P009,356,CUST014
PRD1847,19-05-2026,P004,447,CUST012
PRD1848,19-05-2026,P027,214,CUST052
PRD1849,19-05-2026,P020,290,CUST009
PRD1850,19-05-2026,P028,591,CUST047
PRD1851,19-05-2026,P006,205,CUST026
PRD1852,19-05-2026,P016,455,CUST042
PRD1853,20-05-2026,P018,358,CUST060
PRD1854,20-05-2026,P014,226,CUST087
PRD1855,20-05-2026,P025,682,CUST094
PRD1856,21-05-2026,P039,329,CUST055
PRD1857,21-05-2026,P035,584,CUST091
PRD1858,21-05-2026,P024,229,CUST075
PRD1859,22-05-2026,P012,623,CUST024
PRD1860,22-05-2026,P005,889,CUST032
PRD1861,22-05-2026,P036,235,CUST063
PRD1862,23-05-2026,P003,752,CUST035
PRD1863,23-05-2026,P006,429,CUST034
PRD1864,23-05-2026,P037,761,CUST021
PRD1865,24-05-2026,P029,384,CUST088
PRD1866,25-05-2026,P015,484,CUST028
PRD1867,25-05-2026,P010,492,CUST081
PRD1868,25-05-2026,P003,447,CUST002
PRD1869,25-05-2026,P014,528,CUST072
PRD1870,26-05-2026,P007,618,CUST079
PRD1871,26-05-2026,P021,205,CUST001
PRD1872,26-05-2026,P026,532,CUST020
PRD1873,26-05-2026,P039,531,CUST066
PRD1874,27-05-2026,P007,613,CUST066
PRD1875,27-05-2026,P036,829,CUST025
PRD1876,28-05-2026,P034,923,CUST026
PRD1877,28-05-2026,P012,359,CUST077
PRD1878,28-05-2026,P013,769,CUST014
PRD1879,28-05-2026,P027,154,CUST038
PRD1880,28-05-2026,P040,659,CUST037
PRD1881,29-05-2026,P033,732,CUST015
PRD1882,29-05-2026,P008,235,CUST022
PRD1883,29-05-2026,P003,118,CUST020
PRD1884,29-05-2026,P024,519,CUST094
PRD1885,29-05-2026,P011,665,CUST070
PRD1886,29-05-2026,P012,191,CUST022
PRD1887,30-05-2026,P027,648,CUST064
PRD1888,30-05-2026,P011,387,CUST098
PRD1889,30-05-2026,P007,922,CUST044
PRD1890,31-05-2026,P011,716,CUST051
PRD1891,31-05-2026,P025,328,CUST028
PRD1892,01-06-2026,P003,556,CUST047
PRD1893,01-06-2026,P017,270,CUST003
PRD1894,01-06-2026,P037,634,CUST071
PRD1895,01-06-2026,P036,403,CUST062
PRD1896,02-06-2026,P014,431,CUST080
PRD1897,02-06-2026,P011,220,CUST026
PRD1898,02-06-2026,P007,987,CUST053
PRD1899,02-06-2026,P037,139,CUST026
PRD1900,02-06-2026,P030,456,CUST051
PRD1901,02-06-2026,P032,462,CUST033
PRD1902,03-06-2026,P026,273,CUST032
PRD1903,04-06-2026,P009,740,CUST044
PRD1904,05-06-2026,P008,775,CUST055
PRD1905,05-06-2026,P012,532,CUST014
PRD1906,05-06-2026,P014,751,CUST006
PRD1907,05-06-2026,P017,203,CUST037
PRD1908,05-06-2026,P012,877,CUST026
PRD1909,06-06-2026,P032,991,CUST048
PRD1910,06-06-2026,P031,800,CUST020
PRD1911,06-06-2026,P032,912,CUST075
PRD1912,07-06-2026,P039,622,CUST044
PRD1913,07-06-2026,P037,505,CUST040
PRD1914,07-06-2026,P008,333,CUST026
PRD1915,07-06-2026,P015,412,CUST048
PRD1916,08-06-2026,P005,991,CUST047
PRD1917,08-06-2026,P001,955,CUST013
PRD1918,08-06-2026,P018,815,CUST070
PRD1919,09-06-2026,P012,391,CUST088
PRD1920,09-06-2026,P035,729,CUST027
PRD1921,09-06-2026,P034,933,CUST057
PRD1922,10-06-2026,P039,587,CUST022
PRD1923,10-06-2026,P012,147,CUST017
PRD1924,10-06-2026,P005,276,CUST058
PRD1925,11-06-2026,P019,148,CUST052
PRD1926,11-06-2026,P001,737,CUST093
PRD1927,11-06-2026,P016,122,CUST078
PRD1928,11-06-2026,P001,866,CUST032
PRD1929,12-06-2026,P033,779,CUST010
PRD1930,12-06-2026,P016,675,CUST022
PRD1931,12-06-2026,P029,707,CUST024
PRD1932,12-06-2026,P023,524,CUST059
PRD1933,12-06-2026,P008,133,CUST064
PRD1934,12-06-2026,P034,132,CUST084
PRD1935,13-06-2026,P008,580,CUST042
PRD1936,13-06-2026,P015,218,CUST048
PRD1937,13-06-2026,P019,410,CUST008
PRD1938,13-06-2026,P011,672,CUST060
PRD1939,13-06-2026,P023,429,CUST076
PRD1940,14-06-2026,P010,260,CUST078
PRD1941,14-06-2026,P025,736,CUST088
PRD1942,15-06-2026,P019,241,CUST008
PRD1943,15-06-2026,P014,925,CUST025
PRD1944,15-06-2026,P004,923,CUST040
PRD1945,16-06-2026,P026,654,CUST094
PRD1946,16-06-2026,P014,221,CUST030
PRD1947,16-06-2026,P009,249,CUST052
PRD1948,17-06-2026,P016,460,CUST046
PRD1949,17-06-2026,P020,916,CUST025
PRD1950,17-06-2026,P015,706,CUST037
PRD1951,17-06-2026,P029,286,CUST026
PRD1952,18-06-2026,P039,952,CUST043
PRD1953,18-06-2026,P001,512,CUST042
PRD1954,18-06-2026,P008,912,CUST020
PRD1955,18-06-2026,P010,950,CUST031
PRD1956,19-06-2026,P003,202,CUST031
PRD1957,19-06-2026,P028,148,CUST066
PRD1958,19-06-2026,P019,405,CUST050
PRD1959,19-06-2026,P037,630,CUST076
PRD1960,19-06-2026,P017,743,CUST010
PRD1961,20-06-2026,P027,382,CUST020
PRD1962,20-06-2026,P028,965,CUST051
PRD1963,20-06-2026,P021,359,CUST030
PRD1964,21-06-2026,P004,287,CUST014
PRD1965,21-06-2026,P015,843,CUST030
PRD1966,21-06-2026,P008,238,CUST073
PRD1967,21-06-2026,P022,115,CUST006
PRD1968,21-06-2026,P026,649,CUST099
PRD1969,22-06-2026,P023,115,CUST021
PRD1970,22-06-2026,P002,608,CUST026
PRD1971,22-06-2026,P032,693,CUST083
PRD1972,22-06-2026,P036,460,CUST033
PRD1973,23-06-2026,P014,768,CUST059
PRD1974,23-06-2026,P017,822,CUST034
PRD1975,23-06-2026,P037,915,CUST096
PRD1976,23-06-2026,P029,599,CUST034
PRD1977,23-06-2026,P015,979,CUST087
PRD1978,24-06-2026,P040,694,CUST087
PRD1979,24-06-2026,P040,421,CUST041
PRD1980,24-06-2026,P015,124,CUST087
PRD1981,25-06-2026,P020,837,CUST020
PRD1982,25-06-2026,P012,619,CUST018
PRD1983,25-06-2026,P037,201,CUST031
PRD1984,26-06-2026,P025,485,CUST043
PRD1985,26-06-2026,P015,987,CUST087
PRD1986,26-06-2026,P018,957,CUST093
PRD1987,27-06-2026,P012,371,CUST083
PRD1988,27-06-2026,P005,832,CUST010
PRD1989,27-06-2026,P031,899,CUST048
PRD1990,27-06-2026,P034,371,CUST056
PRD1991,28-06-2026,P018,868,CUST019
PRD1992,28-06-2026,P002,274,CUST091
PRD1993,28-06-2026,P032,731,CUST037
PRD1994,28-06-2026,P004,202,CUST025
PRD1995,29-06-2026,P040,430,CUST024
PRD1996,29-06-2026,P034,856,CUST063
PRD1997,29-06-2026,P016,703,CUST096
PRD1998,30-06-2026,P014,764,CUST028
PRD1999,30-06-2026,P032,887,CUST051
PRD2000,,P001,473,CUST051
